"lambda","mu","p","n","snr","MSE"
1,200,200,200,2.33333333333333,30.7602919437781
1,1,157,200,5,4.54339867079055
1,500,56,200,2.33333333333333,0.447477524119414
1,1,83,200,1,0.764517627243837
1,100,105,200,1,1.15984381217757
1,500,32,200,5,0.118329215166346
1,1,1344,200,2.33333333333333,2.36347815463288
1,100,1847,200,1,0.92355076384414
1,200,114,200,5,1.62803812153412
1,500,34,200,2.33333333333333,0.184521601350358
1,100,254,200,2.33333333333333,3.87036769904253
1,1,1847,200,5,4.65439128688205
1,100,377,200,1,1.5933494785868
1,100,561,200,2.33333333333333,1.94571828134323
1,100,44,200,5,0.199921819973973
1,500,1147,200,3.66666666666667,2.91249641347476
1,100,408,200,5,2.70210239312812
1,1,408,200,1,1.24566629523001
1,200,442,200,5,3.48900048907044
1,500,27,200,1,0.202106504674627
1,1,90,200,2.33333333333333,0.713745067963537
1,100,408,200,3.66666666666667,2.19801055973181
1,1,2000,200,3.66666666666667,4.172637955145
1,500,518,200,2.33333333333333,1.62818604768949
1,100,23,200,3.66666666666667,0.162341723262909
1,200,23,200,5,0.162440792225681
1,100,83,200,1,0.817357267648286
1,1,561,200,5,3.61669263325343
1,500,1344,200,3.66666666666667,3.60078669023422
1,200,2000,200,3.66666666666667,4.15247266845342
1,500,21,200,1,0.183582176072009
1,100,904,200,3.66666666666667,3.30226964696768
1,500,254,200,3.66666666666667,4.13662065883343
1,100,20,200,5,0.148169968046753
1,200,1147,200,2.33333333333333,1.87043143816045
1,200,27,200,1,0.20131589551578
1,100,1059,200,5,4.41015948575715
1,500,561,200,2.33333333333333,1.9456668250251
1,100,322,200,2.33333333333333,2.31949445973231
1,500,124,200,5,1.51499224101082
1,500,145,200,3.66666666666667,3.36837369852984
1,100,47,200,1,0.277959337170754
1,500,105,200,3.66666666666667,1.15719052519735
1,1,114,200,5,1.64103033063649
1,1,1847,200,2.33333333333333,2.15474224522053
1,1,134,200,2.33333333333333,1.87492140553058
1,100,1706,200,5,4.87577505727457
1,1,1059,200,2.33333333333333,2.20858330971707
1,100,37,200,1,0.151277974419658
1,100,234,200,5,8.54323331189459
1,100,561,200,1,1.12571422048033
1,200,518,200,3.66666666666667,2.26215075604564
1,200,1242,200,1,1.03619696988944
1,1,771,200,3.66666666666667,2.81519958175841
1,200,348,200,3.66666666666667,2.2335861073598
1,500,105,200,1,1.15719052519904
1,100,904,200,1,1.11981553639551
1,100,518,200,2.33333333333333,1.62882501713444
1,200,157,200,3.66666666666667,4.41155296124123
1,1,377,200,1,1.57606277047002
1,200,712,200,1,1.06200882885591
1,200,200,200,1,30.6624317869785
1,500,97,200,3.66666666666667,0.941233449403175
1,100,200,200,5,76.4834359015617
1,100,170,200,2.33333333333333,5.97534580579396
1,200,1242,200,3.66666666666667,3.23712720397443
1,1,44,200,1,0.203138276571673
1,100,771,200,1,1.00009516207918
1,500,1455,200,3.66666666666667,3.5904058732507
1,500,771,200,5,3.72288171674573
1,100,170,200,1,5.97534580578671
1,500,34,200,3.66666666666667,0.184521601350304
1,100,216,200,5,8.51560690099526
1,500,71,200,5,0.35730970207202
1,1,25,200,2.33333333333333,0.158506913204656
1,100,835,200,2.33333333333333,2.05481729061781
1,200,1455,200,2.33333333333333,2.36775107616428
1,200,408,200,3.66666666666667,2.19827136315752
1,1,47,200,3.66666666666667,0.262034395404319
1,500,1059,200,1,1.04726199351145
1,200,37,200,2.33333333333333,0.151361787991486
1,500,658,200,2.33333333333333,1.9699872870424
1,200,47,200,2.33333333333333,0.278124957981848
1,500,254,200,5,4.40252225007793
1,500,56,200,3.66666666666667,0.447477524120549
1,500,44,200,2.33333333333333,0.199909592129269
1,200,561,200,2.33333333333333,1.94568528735597
1,100,124,200,5,1.51608322435229
1,1,1242,200,1,0.984773549520314
1,500,29,200,3.66666666666667,0.134952871306836
1,500,561,200,3.66666666666667,2.76026529611224
1,1,275,200,3.66666666666667,2.86140052369295
1,500,20,200,1,0.14817026503394
1,100,1576,200,1,0.943451082190817
1,1,1147,200,5,4.01483336541621
1,500,37,200,2.33333333333333,0.151412932610211
1,500,90,200,5,0.726494056502899
1,1,1576,200,3.66666666666667,3.28378272200723
1,100,20,200,3.66666666666667,0.148169968046755
1,1,29,200,1,0.12436956468227
1,200,21,200,1,0.183564897938243
1,500,21,200,3.66666666666667,0.183582176072265
1,100,199,200,3.66666666666667,82.3915468107539
1,1,97,200,2.33333333333333,0.937716124378916
1,100,184,200,5,10.6772506496893
1,500,479,200,2.33333333333333,1.93771129347933
1,100,1059,200,3.66666666666667,3.28765257324885
1,100,32,200,2.33333333333333,0.11830537004592
1,500,83,200,1,0.818373829695847
1,100,23,200,1,0.162341723262878
1,100,184,200,2.33333333333333,10.6772506496938
1,100,979,200,1,1.00806915790256
1,100,97,200,3.66666666666667,0.942420044663532
1,500,1706,200,3.66666666666667,3.60177207817174
1,1,71,200,2.33333333333333,0.348542708205746
1,100,29,200,1,0.134984079524541
1,200,1847,200,5,4.62390553329343
1,100,275,200,2.33333333333333,2.53148179329609
1,200,904,200,5,4.3948522575468
1,100,322,200,3.66666666666667,2.7190708457776
1,200,184,200,1,10.671988873555
1,1,1706,200,3.66666666666667,3.61287475656831
1,200,1576,200,3.66666666666667,3.27948571878365
1,1,275,200,5,3.20045038617235
1,200,275,200,3.66666666666667,2.87833725892761
1,500,200,200,1,25.0098438355032
1,500,114,200,2.33333333333333,1.6281966123823
1,200,216,200,1,8.1837819068758
1,500,23,200,5,0.162501799248329
1,200,658,200,2.33333333333333,1.97008183860628
1,500,199,200,1,20.2708158408713
1,1,105,200,3.66666666666667,1.35963997985926
1,1,145,200,2.33333333333333,3.29742968424383
1,500,199,200,5,20.4189123408324
1,1,114,200,1,1.64103033063649
1,200,77,200,1,0.505832441024608
1,200,1576,200,5,4.46396244745582
1,200,184,200,5,10.6719888736198
1,500,77,200,2.33333333333333,0.505668238840482
1,200,157,200,5,4.41155296124877
1,200,83,200,2.33333333333333,0.817992764593244
1,500,114,200,3.66666666666667,1.62819661238356
1,1,518,200,2.33333333333333,1.6650846822946
1,500,608,200,2.33333333333333,1.81414126477507
1,100,124,200,1,1.51608322435211
1,500,1576,200,1,0.943384627759631
1,500,60,200,5,0.380883483374221
1,500,34,200,5,0.184521601350245
1,100,40,200,3.66666666666667,0.244423531024094
1,200,37,200,3.66666666666667,0.151361787991478
1,200,297,200,2.33333333333333,2.7529279851352
1,100,34,200,2.33333333333333,0.183355107786654
1,1,200,200,5,1637.70071945635
1,100,51,200,3.66666666666667,0.294619661580642
1,500,2000,200,2.33333333333333,2.69615378720073
1,500,114,200,5,1.62819661238461
1,500,835,200,5,4.00644014079244
1,200,65,200,1,0.489895493404687
1,100,77,200,1,0.50610438625868
1,200,97,200,3.66666666666667,0.941680755445864
1,1,29,200,2.33333333333333,0.12436956468227
1,100,254,200,1,3.60455516967122
1,200,47,200,3.66666666666667,0.278124957981994
1,500,44,200,3.66666666666667,0.199909592129194
1,1,60,200,2.33333333333333,0.444109397079315
1,200,608,200,2.33333333333333,1.81413206515211
1,200,145,200,3.66666666666667,3.36811544758713
1,500,37,200,5,0.151412932610132
1,100,77,200,5,0.506104386258679
1,1,1147,200,3.66666666666667,2.9508151864484
1,1,124,200,1,1.58354961094071
1,1,216,200,3.66666666666667,8.48344828293048
1,200,56,200,2.33333333333333,0.44741148426533
1,500,23,200,3.66666666666667,0.162501799247926
1,200,40,200,5,0.244409259647962
1,200,71,200,5,0.357300624564316
1,1,90,200,5,0.713745067963536
1,1,114,200,3.66666666666667,1.64103033063649
1,500,712,200,3.66666666666667,2.96967465387175
1,500,712,200,5,3.91454863236671
1,100,21,200,2.33333333333333,0.18353715206983
1,100,275,200,1,2.17554180657033
1,100,297,200,3.66666666666667,3.15267827483123
1,1,377,200,2.33333333333333,2.01917242266754
1,500,157,200,5,4.4110256132497
1,100,442,200,1,1.36243760051374
1,1,1344,200,5,4.76821385215487
1,1,1576,200,2.33333333333333,2.10706354852696
1,100,442,200,5,3.48897871582969
1,500,44,200,5,0.199909592129131
1,100,60,200,3.66666666666667,0.381243410177579
1,100,835,200,3.66666666666667,3.03130681723839
1,1,77,200,5,0.512588833622325
1,100,771,200,3.66666666666667,2.81618679592535
1,500,34,200,1,0.184521601350448
1,500,2000,200,3.66666666666667,4.15235699473186
1,200,658,200,5,3.78600662152561
1,500,979,200,2.33333333333333,2.10510147480304
1,1,297,200,5,3.24999210573969
1,1,134,200,1,1.87492140553058
1,100,771,200,5,3.72360711573427
1,500,25,200,1,0.152500375863111
1,100,1344,200,2.33333333333333,2.3876701178883
1,500,25,200,3.66666666666667,0.152500375863226
1,1,254,200,5,4.34048079154431
1,1,65,200,1,0.524852827389014
1,1,199,200,5,84.7410137706822
1,500,25,200,5,0.152500375863267
1,200,712,200,3.66666666666667,2.96997677100041
1,200,904,200,3.66666666666667,3.30200523395871
1,500,2000,200,1,1.23397442755527
1,500,216,200,2.33333333333333,8.2923369305601
1,500,145,200,5,3.3683736985514
1,1,297,200,1,2.21679059183145
1,1,1059,200,3.66666666666667,3.34452071236895
1,100,27,200,3.66666666666667,0.200028357427695
1,100,134,200,1,1.86330494723195
1,1,518,200,1,1.02525608116837
1,1,1455,200,2.33333333333333,2.33325438709718
1,200,377,200,3.66666666666667,2.50077819116889
1,200,608,200,1,1.01913634149403
1,1,170,200,5,6.05350943638567
1,200,145,200,1,3.36811544759254
1,200,479,200,2.33333333333333,1.93744646470101
1,1,1455,200,5,4.75013864252453
1,100,37,200,5,0.151277974419639
1,100,47,200,2.33333333333333,0.277959337170752
1,500,1847,200,2.33333333333333,2.13331161165792
1,500,408,200,3.66666666666667,2.19843102316387
1,1,40,200,3.66666666666667,0.232638298218686
1,100,1242,200,1,1.03638994665269
1,1,114,200,2.33333333333333,1.64103033063649
1,200,51,200,2.33333333333333,0.294608464265614
1,100,56,200,5,0.447298544774387
1,200,904,200,1,1.11971766886621
1,100,27,200,5,0.200028357427699
1,100,216,200,2.33333333333333,8.29249984648982
1,1,234,200,3.66666666666667,8.33903701327272
1,200,29,200,1,0.134967484369849
1,1,170,200,3.66666666666667,6.05350943638566
1,1,134,200,5,1.87492140553059
1,1,21,200,1,0.184306977315571
1,200,184,200,2.33333333333333,10.6719888735826
1,1,184,200,2.33333333333333,12.1624288781534
1,100,97,200,1,0.942420044663762
1,1,712,200,5,3.9322976311586
1,100,658,200,1,1.06464403471818
1,500,348,200,5,2.70085983388322
1,200,835,200,1,1.07575735764232
1,1,479,200,2.33333333333333,1.94939377001922
1,100,29,200,5,0.134984079524568
1,500,658,200,1,1.06452300593
1,1,184,200,3.66666666666667,12.1624288781535
1,1,712,200,1,1.05703847921135
1,100,145,200,5,3.36768159788603
1,1,97,200,5,0.937716124378915
1,100,377,200,5,2.96835933407529
1,200,37,200,1,0.151361787991496
1,100,2000,200,3.66666666666667,4.15266644924647
1,500,200,200,3.66666666666667,25.3678594171563
1,1,23,200,3.66666666666667,0.16139044834082
1,500,561,200,5,3.57234180708697
1,500,771,200,2.33333333333333,1.90807070216684
1,1,20,200,3.66666666666667,0.136822172990837
1,100,200,200,1,76.5213983796787
1,200,479,200,5,3.3405839602221
1,200,157,200,1,4.41155296121996
1,200,234,200,5,8.54207530431469
1,100,1147,200,5,3.965102913238
1,100,44,200,1,0.199921819973953
1,200,170,200,3.66666666666667,5.97336344595505
1,1,157,200,2.33333333333333,4.54339867079057
1,1,23,200,1,0.161390448340821
1,1,408,200,5,2.72737380102827
1,100,83,200,5,0.81735726764842
1,200,134,200,5,1.86318861164125
1,1,77,200,2.33333333333333,0.512588833622324
1,100,2000,200,2.33333333333333,2.69634302127509
1,200,44,200,2.33333333333333,0.199913582159204
1,1,157,200,3.66666666666667,4.54339867079056
1,100,25,200,5,0.152583780934653
1,1,77,200,1,0.512588833622324
1,1,83,200,5,0.764517627243836
1,200,44,200,3.66666666666667,0.199913582159216
1,500,47,200,2.33333333333333,0.278221403073024
1,100,2000,200,1,1.23404196219642
1,500,90,200,1,0.72649405649655
1,500,40,200,1,0.244395911770445
1,1,1455,200,3.66666666666667,3.54361221254055
1,200,60,200,1,0.38101290887205
1,500,124,200,2.33333333333333,1.51499224100407
1,200,71,200,2.33333333333333,0.3573006245643
1,1,83,200,2.33333333333333,0.764517627243837
1,500,1576,200,2.33333333333333,2.10291643663691
1,200,97,200,1,0.941680755446752
1,500,297,200,5,3.55288042764058
1,100,442,200,3.66666666666667,2.79499523394156
1,1,1344,200,1,1.14932056459031
1,200,561,200,5,3.57241462934103
1,500,105,200,2.33333333333333,1.15719052519807
1,500,479,200,1,1.25516515664592
1,1,658,200,1,1.07830409660142
1,200,1059,200,5,4.40902220429216
1,100,1059,200,2.33333333333333,2.16640916790069
1,1,37,200,3.66666666666667,0.15172154100239
1,200,1576,200,2.33333333333333,2.10298797220186
1,500,184,200,2.33333333333333,10.6688627139003
1,200,23,200,1,0.162440792225636
1,100,37,200,3.66666666666667,0.151277974419645
1,200,322,200,1,1.92219100095923
1,100,1455,200,5,4.80889578325821
1,500,1576,200,3.66666666666667,3.27936545650805
1,500,479,200,3.66666666666667,2.63572826697023
1,500,275,200,2.33333333333333,2.53160774880889
1,100,1344,200,3.66666666666667,3.60146226754563
1,500,442,200,5,3.4890152032026
1,1,712,200,2.33333333333333,2.02215558710067
1,100,1576,200,2.33333333333333,2.10310693571411
1,100,25,200,2.33333333333333,0.152583780934639
1,1,65,200,2.33333333333333,0.524852827389015
1,100,60,200,2.33333333333333,0.381243410177567
1,1,835,200,2.33333333333333,2.07920046329475
1,500,134,200,2.33333333333333,1.86311899574839
1,200,518,200,1,1.01686758178211
1,100,34,200,1,0.183355107786673
1,1,216,200,5,8.59374747646219
1,100,114,200,1,1.62777844615212
1,500,835,200,3.66666666666667,3.03133296992708
1,1,21,200,3.66666666666667,0.184306977315571
1,200,65,200,3.66666666666667,0.48989549340492
1,100,40,200,1,0.244423531024087
1,200,25,200,2.33333333333333,0.152530027071738
1,200,771,200,5,3.72315269335477
1,500,377,200,5,2.96962398177382
1,100,134,200,5,1.86330494723129
1,500,1455,200,1,1.13450128722885
1,500,184,200,5,10.6688627153567
1,100,83,200,2.33333333333333,0.817357267648346
1,100,170,200,3.66666666666667,5.97534580579931
1,500,83,200,3.66666666666667,0.818373829701044
1,500,23,200,2.33333333333333,0.162501799247433
1,500,275,200,1,2.17568269934306
1,500,65,200,3.66666666666667,0.489858982682544
1,1,835,200,1,1.08495633816584
1,100,27,200,1,0.20002835742768
1,1,348,200,5,2.72715409865884
1,500,47,200,3.66666666666667,0.278221403073609
1,100,71,200,3.66666666666667,0.357284202703971
1,200,184,200,3.66666666666667,10.6719888736027
1,500,170,200,3.66666666666667,5.97216427893657
1,200,20,200,3.66666666666667,0.148174167780929
1,200,254,200,1,3.60471759312268
1,500,1147,200,5,3.9638765526375
1,200,771,200,3.66666666666667,2.81583343579724
1,500,1242,200,3.66666666666667,3.23673562199677
1,200,27,200,3.66666666666667,0.20131589551576
1,1,771,200,1,0.987455500119081
1,500,157,200,1,4.41102561323157
1,200,27,200,2.33333333333333,0.201315895515767
1,500,1242,200,2.33333333333333,2.1364310667577
1,500,322,200,2.33333333333333,2.3193733419816
1,100,658,200,5,3.78634041917124
1,500,1059,200,2.33333333333333,2.16538332246792
1,1,408,200,3.66666666666667,2.22367773030383
1,1,479,200,3.66666666666667,2.6475397826837
1,100,835,200,5,4.00652521101029
1,200,1059,200,1,1.0474803419872
1,1,105,200,1,1.35963997985926
1,200,348,200,1,1.31856289082444
1,200,771,200,1,0.99997278776093
1,1,216,200,2.33333333333333,8.37538278861509
1,1,32,200,3.66666666666667,0.117960261403344
1,200,170,200,2.33333333333333,5.97336344597698
1,500,20,200,5,0.148170265032216
1,200,124,200,2.33333333333333,1.51540090993091
1,100,44,200,2.33333333333333,0.199921819973962
1,1,29,200,5,0.12436956468227
1,1,32,200,1,0.117960261403343
1,200,2000,200,2.33333333333333,2.69622442468779
1,100,1706,200,1,1.05787439086002
1,1,377,200,3.66666666666667,2.47919921225534
1,1,44,200,2.33333333333333,0.203138276571673
1,500,1344,200,5,4.80902428652641
1,200,1147,200,1,0.847313537820652
1,200,322,200,5,3.11981386062201
1,100,51,200,2.33333333333333,0.294619661580639
1,100,90,200,2.33333333333333,0.725828117378022
1,200,32,200,2.33333333333333,0.118320292339485
1,200,20,200,5,0.14817416778093
1,1,97,200,3.66666666666667,0.937716124378916
1,200,200,200,5,30.9119956690434
1,1,27,200,2.33333333333333,0.218884479040806
1,200,124,200,3.66666666666667,1.51540090993034
1,500,658,200,3.66666666666667,2.87743142219339
1,200,297,200,1,2.34024267128759
1,500,97,200,1,0.941233449418135
1,100,29,200,2.33333333333333,0.134984079524551
1,500,32,200,1,0.118329215166473
1,200,1344,200,1,1.16248082749278
1,1,90,200,1,0.713745067963538
1,200,114,200,2.33333333333333,1.62803812153376
1,200,105,200,5,1.15818015900846
1,1,1455,200,1,1.11477215017959
1,1,25,200,3.66666666666667,0.158506913204657
1,200,835,200,2.33333333333333,2.05489461771382
1,100,124,200,2.33333333333333,1.51608322435218
1,100,1147,200,1,0.847475593845494
1,100,157,200,1,4.41243654120345
1,500,442,200,1,1.36223488843013
1,100,32,200,1,0.118305370045919
1,100,83,200,3.66666666666667,0.817357267648386
1,200,1242,200,2.33333333333333,2.13669367414264
1,100,216,200,3.66666666666667,8.40346924701609
1,1,40,200,2.33333333333333,0.232638298218686
1,100,40,200,5,0.244423531024098
1,100,200,200,2.33333333333333,76.5044311712545
1,200,114,200,1,1.6280381215335
1,500,47,200,5,0.278221403074199
1,500,835,200,2.33333333333333,2.0549431039659
1,500,60,200,1,0.380883483374874
1,500,275,200,5,3.22082714563867
1,200,234,200,2.33333333333333,8.00969561821194
1,500,608,200,1,1.01914274689205
1,1,561,200,2.33333333333333,1.96161053285702
1,200,40,200,1,0.244409259648088
1,500,479,200,5,3.34104114041785
1,500,21,200,2.33333333333333,0.183582176072153
1,1,40,200,1,0.232638298218686
1,100,25,200,1,0.15258378093463
1,200,2000,200,1,1.23399953475437
1,500,408,200,5,2.70272163149914
1,200,377,200,5,2.96914797248961
1,100,97,200,2.33333333333333,0.942420044663637
1,200,608,200,5,3.42599350226114
1,100,479,200,2.33333333333333,1.93700869459316
1,200,83,200,5,0.817992764593913
1,200,77,200,5,0.505832441024637
1,200,1706,200,3.66666666666667,3.60186643233584
1,100,1576,200,3.66666666666667,3.2796854567504
1,500,712,200,2.33333333333333,2.02042535342168
1,1,34,200,3.66666666666667,0.15775207050555
1,100,479,200,5,3.33982826938372
1,1,23,200,2.33333333333333,0.16139044834082
1,200,408,200,1,1.22346829960909
1,100,479,200,1,1.25476573954897
1,200,21,200,3.66666666666667,0.183564897938263
1,200,71,200,1,0.357300624564291
1,1,297,200,3.66666666666667,2.9055826869377
1,1,275,200,1,2.1537631426404
1,500,1242,200,5,4.33701643021665
1,200,34,200,5,0.184085381460413
1,500,297,200,2.33333333333333,2.7539411465087
1,200,56,200,3.66666666666667,0.44741148426536
1,100,199,200,1,82.3915468112526
1,100,29,200,3.66666666666667,0.134984079524559
1,200,23,200,3.66666666666667,0.16244079222567
1,100,90,200,5,0.725828117378182
1,1,442,200,3.66666666666667,2.81731922091279
1,1,377,200,5,2.94720396351933
1,200,134,200,2.33333333333333,1.8631886116402
1,100,377,200,3.66666666666667,2.5001191372767
1,1,199,200,2.33333333333333,84.7410137706775
1,100,20,200,1,0.148169968046759
1,100,90,200,3.66666666666667,0.725828117378108
1,200,275,200,1,2.17563007881637
1,200,170,200,5,5.97336344593692
1,100,561,200,5,3.5725412117811
1,500,47,200,1,0.278221403072127
1,100,60,200,5,0.381243410177591
1,500,134,200,1,1.86311899579339
1,500,44,200,1,0.199909592129372
1,1,254,200,3.66666666666667,4.08824724471923
1,1,27,200,3.66666666666667,0.218884479040806
1,200,32,200,5,0.118320292339474
1,100,145,200,1,3.36768159788606
1,100,134,200,2.33333333333333,1.86330494723167
1,1,322,200,3.66666666666667,2.70297842285391
1,500,377,200,1,1.59390101717815
1,100,1847,200,3.66666666666667,3.37208538866271
1,500,322,200,1,1.92213176639602
1,1,199,200,3.66666666666667,84.7410137706801
1,100,157,200,2.33333333333333,4.41243654120594
